Trail_Name,Rank,Difficulty,Distance_Miles,Elevation_Feet,Route_Type,Description,Cluster_number,State,Latitude,Longitude,Cluster_number_whole
Town Forest Loop,1096,Easy,2.8,121,Loop,"Town Forest Loop is a 2.8 mile lightly trafficked loop trail located near Danville, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, trail running, and nature trips.",5,New Hampshire,42.93512,-71.11977,1
Maud Jones Memorial Forest Trail,1098,Easy,0.9,75,Loop,"Maud Jones Memorial Forest Trail is a 0.9 mile lightly trafficked loop trail located near Lee, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,43.14121,-70.97309,1
Barrington Trail,1100,Easy,0.9,45,Loop,"Barrington Trail is a 0.9 mile lightly trafficked loop trail located near Barrington, New Hampshire that offers the chance to see wildlife. The trail is good for all skill levels and is primarily used for hiking, walking, and running. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.2322,-71.01953,1
Sandown Red Trail Loop,1102,Easy,1.7,203,Loop,"Sandown Red Trail Loop is a 1.7 mile moderately trafficked loop trail located near Sandown, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, running, and nature trips.",5,New Hampshire,42.9413,-71.17943,1
ACL Carolyn Orr Trail System,1105,Easy,2,118,Loop,"ACL Carolyn Orr Trail System is a 2 mile lightly trafficked loop trail located near Atkinson, New Hampshire that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.81998,-71.11621,1
Scout Land Loop,1106,Easy,3,118,Loop,"Scout Land Loop is a 3 mile lightly trafficked loop trail located near Rollinsford, New Hampshire that features a river and is good for all skill levels. The trail offers a number of activity options and is best used from March until October.",5,New Hampshire,43.23798,-70.81916,1
Stonedam Island Main Loop Trail,1107,Easy,0.8,150,Loop,"Stonedam Island Main Loop Trail is a 0.8 mile lightly trafficked loop trail located near Meredith, New Hampshire that offers scenic views. The trail is good for all skill levels and primarily used for hiking, walking, and trail running. Dogs are also able to use this trail.",5,New Hampshire,43.63296,-71.43594,1
Deer Ledge Loop,1111,Easy,1,95,Loop,"Deer Ledge Loop is a 1 mile lightly trafficked loop trail located near Windham, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for walking, running, and nature trips.",5,New Hampshire,42.76764,-71.29686,1
Hoyt's Landing,1112,Easy,0.8,3,Loop,"Hoyt's Landing is a 0.8 mile moderately trafficked loop trail located near Charlestown, New Hampshire that features a river and is good for all skill levels. The trail is primarily used for fly fishing, canoeing, and sea kayaking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.26077,-72.4299,1
Plum to PH Trail ,1114,Easy,0.8,75,Loop,"Plum to PH Trail  is a 0.8 mile moderately trafficked loop trail located near Amherst, New Hampshire that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips and is best used from May until October.",5,New Hampshire,42.92183,-71.60232,1
Alton Town Forest,1115,Easy,0.9,141,Loop,"Alton Town Forest is a 0.9 mile moderately trafficked loop trail located near Alton Bay, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from May until September.",5,New Hampshire,43.47964,-71.27968,1
Tadpole Loop,1118,Easy,1.3,85,Loop,"Tadpole Loop is a 1.3 mile loop trail located near Amherst, New Hampshire that features a great forest setting. The trail is good for all skill levels and primarily used for hiking, walking, trail running, and nature trips.",5,New Hampshire,42.86645,-71.57158,1
ACL North Sawmill Swamp Trail Loop,1119,Easy,2,78,Loop,"ACL North Sawmill Swamp Trail Loop is a 2 mile lightly trafficked loop trail located near Atkinson, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.85016,-71.16045,1
Proctor Wildlife Sanctuary Trail Loop,1122,Easy,1.2,108,Loop,"Proctor Wildlife Sanctuary Trail Loop is a 1.2 mile lightly trafficked loop trail located near Moultonborough, New Hampshire that offers the chance to see wildlife. The trail is good for all skill levels and is primarily used for hiking, walking, and nature trips.",5,New Hampshire,43.72112,-71.4886,1
Patch Hill Trail to Wilkins Smith Land Loop,1124,Easy,2.5,357,Loop,"Patch Hill Trail to Wilkins Smith Land Loop is a 2.5 mile lightly trafficked loop trail located near Amherst, New Hampshire that offers the chance to see wildlife. The trail is good for all skill levels and offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.85775,-71.65553,1
Helen's Trail to Swift Way,1126,Easy,0.9,98,Loop,"Helen's Trail to Swift Way is a 0.9 mile lightly trafficked loop trail located near Wilton, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.",5,New Hampshire,42.82237,-71.80173,1
Beaver Pond Loop,1129,Easy,1.3,91,Loop,"Beaver Pond Loop is a 1.3 mile moderately trafficked loop trail located near Strafford, New Hampshire that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from April until October.",5,New Hampshire,43.2429,-71.11393,1
Wilder Hill Trail,1130,Easy,2.4,456,Loop,"Wilder Hill Trail is a 2.4 mile lightly trafficked loop trail located near Keene, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.",5,New Hampshire,43.02496,-72.19586,1
"Wildflower, Tree, Old Greenfield Rd, Shieling Forest and Old Path Loop",1134,Easy,1.3,144,Loop,"Wildflower, Tree, Old Greenfield Rd, Shieling Forest and Old Path Loop is a 1.3 mile moderately trafficked loop trail located near Peterborough, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking and nature trips. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.89135,-71.9359,1
Landing Trail and Deer Trail Loop,1153,Easy,1.4,144,Loop,"Landing Trail and Deer Trail Loop is a 1.4 mile loop trail located near Londonderry, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, nature trips, and bird watching.",5,New Hampshire,42.87363,-71.40607,1
Heron Trail Loop,1155,Easy,1.3,127,Loop,"Heron Trail Loop is a 1.3 mile moderately trafficked loop trail located near Londonderry, New Hampshire and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and mountain biking. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.85682,-71.43149,1
Blue Trail via Betty Mack Trail Loop,1157,Easy,2.5,137,Loop,"Blue Trail via Betty Mack Trail Loop is a 2.5 mile loop trail located near Londonderry, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, nature trips, and bird watching.",5,New Hampshire,42.88099,-71.42066,1
ACL South Sawmill Swamp Trail,1161,Easy,1.8,200,Loop,"ACL South Sawmill Swamp Trail is a 1.8 mile lightly trafficked loop trail located near Atkinson, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.84334,-71.15074,1
Isinglass River Conservation Reserve Loop,1164,Easy,1.1,101,Loop,"Isinglass River Conservation Reserve Loop is a 1.1 mile moderately trafficked loop trail located near Strafford, New Hampshire that features a river and is good for all skill levels. The trail is primarily used for walking, trail running, and nature trips and is best used from April until October.",5,New Hampshire,43.24292,-71.11392,1
Hunt and Helon Taylor Trail ,19,Hard,17,8021,Loop,"Hunt and Helon Taylor Trail  is a 17 mile moderately trafficked loop trail located near Millinocket, Maine that features a waterfall and is rated as difficult. The trail offers a number of activity options and is best used from March until October.",6,Maine,45.88554,-69.00026,6
Appalachian Trail: Saddleback Mountain & Poplar Ridge,156,Hard,20.7,7483,Out & Back,"Appalachian Trail: Saddleback Mountain & Poplar Ridge is a 20.7 mile lightly trafficked out and back trail located near Oquossoc, Maine that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",6,Maine,44.88697,-70.54065,6
Grafton Notch Trail,265,Hard,33.5,11138,Loop,"Grafton Notch Trail is a 33.5 mile lightly trafficked loop trail located near Newry, Maine that features a river and is rated as difficult. The trail is primarily used for hiking, nature trips, and bird watching and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",6,Maine,44.53929,-70.82913,6
Baxter State Park Scenic Drive,434,Easy,44,2926,Point to Point,"Baxter State Park Scenic Drive is a 44 mile moderately trafficked point-to-point trail located near Millinocket, Maine that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",6,Maine,45.80655,-68.90007,6
Appalachian Trail: Caratunk to Monson,669,Moderate,33.9,5944,Point to Point,"Appalachian Trail: Caratunk to Monson is a 33.9 mile moderately trafficked point-to-point trail located near Caratunk, Maine that features a great forest setting and is rated as moderate. The trail offers a number of activity options and is accessible year-round.",6,Maine,45.24019,-69.99393,6
Evan's Notch Loop,678,Hard,35.4,9202,Loop,"Evan's Notch Loop is a 35.4 mile lightly trafficked loop trail located near Bethel, Maine that features a waterfall and is rated as difficult. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",6,Maine,44.3301,-70.88113,6
